key,0,1,2,3,4,5
204,0,0,0,"Muscle Tone","",""
205,0,0,0,"","",""
206,0,0,0,"","",""
207,0,0,0,"Muscle Tone","",""
208,0,0,0,"","",""
209,0,0,0,"Bust Size","",""
210,0,0,0,"Ear Size","",""
211,0,0,0,"Ear Shape","",""
212,0,0,0,"","",""
213,0,0,0,"Ear Size","",""
214,0,0,0,"Ear Shape","",""
215,0,0,0,"Bust Size","",""
216,0,0,0,"Ear Size","",""
217,0,0,0,"Ear Shape","",""
218,0,0,0,"","",""
219,0,0,0,"Ear Size","",""
220,0,0,0,"Ear Shape","",""
221,0,0,0,"Bust Size","",""
222,0,0,0,"Tail Length","",""
223,0,0,0,"Tail Shape","",""
224,0,0,0,"","",""
225,0,0,0,"Tail Length","",""
226,0,0,0,"Tail Shape","",""
227,0,0,0,"Bust Size","",""
228,0,0,0,"Muscle Tone","",""
229,0,0,0,"","",""
230,0,0,0,"","",""
231,0,0,0,"Muscle Tone","",""
232,0,0,0,"","",""
233,0,0,0,"Bust Size","",""
234,0,0,0,"Hairstyle","",""
235,0,0,0,"Hair Features","",""
236,0,0,0,"Hair Color","",""
237,0,0,0,"Highlights","",""
238,0,0,0,"Face","",""
239,0,0,0,"Facial Features","",""
240,0,0,0,"Facial Feature Color","",""
241,0,0,0,"Jaw","",""
242,0,0,0,"Eyebrows","",""
243,0,0,0,"Eye Shape","",""
244,0,0,0,"Iris Size","",""
245,0,0,0,"Eye Color","",""
246,0,0,0,"Nose","",""
247,0,0,0,"Mouth","",""
248,0,0,0,"Lip Color","",""
249,0,0,0,"Face Paint","",""
250,0,0,0,"Face Paint Color","",""
251,0,0,0,"OK","",""
252,0,0,0,"Face","",""
253,0,0,0,"Tail Length","",""
254,0,0,0,"Tail Shape","",""
255,0,0,0,"","",""
256,0,0,0,"Tail Length","",""
257,0,0,0,"Tail Shape","",""
258,0,0,0,"Bust Size","",""
259,0,0,0,"","",""
260,0,0,0,"","",""
261,0,0,0,"","",""
262,0,0,0,"","",""
263,0,0,0,"","",""
264,0,0,0,"","",""
265,0,0,0,"Short","",""
266,0,0,0,"Short","",""
267,0,0,0,"Average","",""
268,0,0,0,"Tall","",""
269,0,0,0,"Tall","",""
270,0,0,0,"Approximately <hex:022003E80203>.<hex:022003E80303> <hex:020811E1E80401FF07>inches<hex:FF03>cm<hex:03>","",""
271,0,0,0,"","",""
272,0,0,0,"","",""
273,0,0,0,"","",""
274,0,0,0,"","",""
275,0,0,0,"Type 1","",""
276,0,0,0,"Type 2","",""
277,0,0,0,"Type 3","",""
278,0,0,0,"Type 4","",""
279,0,0,0,"Type 5","",""
280,0,0,0,"Type 6","",""
281,0,0,0,"Type 7","",""
282,0,0,0,"Type 8","",""
283,0,0,0,"Type 9","",""
284,0,0,0,"Type 10","",""
285,0,0,0,"Type 11","",""
286,0,0,0,"Type 12","",""
287,0,0,0,"","",""
288,0,0,0,"","",""
289,0,0,0,"","",""
290,0,0,0,"Smooth","",""
291,0,0,0,"Smooth","",""
292,0,0,0,"Average","",""
293,0,0,0,"Chiseled","",""
294,0,0,0,"Chiseled","",""
295,0,0,0,"","",""
296,0,0,0,"","",""
297,0,0,0,"","",""
298,0,0,0,"","",""
299,0,0,0,"","",""
300,0,0,0,"","",""
301,0,0,0,"","",""
302,0,0,0,"","",""
303,0,0,0,"","",""
304,0,0,0,"","",""
305,0,0,0,"Smooth","",""
306,0,0,0,"Smooth","",""
307,0,0,0,"Average","",""
308,0,0,0,"Chiseled","",""
309,0,0,0,"Chiseled","",""
310,0,0,0,"","",""
311,0,0,0,"","",""
312,0,0,0,"","",""
313,0,0,0,"","",""
314,0,0,0,"","",""
315,0,0,0,"Small","",""
316,0,0,0,"Small","",""
317,0,0,0,"Average","",""
318,0,0,0,"Large","",""
319,0,0,0,"Large","",""
320,0,0,0,"Short","",""
321,0,0,0,"Short","",""
322,0,0,0,"Average","",""
323,0,0,0,"Long","",""
324,0,0,0,"Long","",""
325,0,0,0,"Type 1","",""
326,0,0,0,"Type 2","",""
327,0,0,0,"Type 3","",""
328,0,0,0,"Type 4","",""
329,0,0,0,"","",""
330,0,0,0,"","",""
331,0,0,0,"","",""
332,0,0,0,"","",""
333,0,0,0,"","",""
334,0,0,0,"","",""
335,0,0,0,"Short","",""
336,0,0,0,"Short","",""
337,0,0,0,"Average","",""
338,0,0,0,"Long","",""
339,0,0,0,"Long","",""
340,0,0,0,"Type 1","",""
341,0,0,0,"Type 2","",""
342,0,0,0,"Type 3","",""
343,0,0,0,"Type 4","",""
344,0,0,0,"","",""
345,0,0,0,"Small","",""
346,0,0,0,"Small","",""
347,0,0,0,"Average","",""
348,0,0,0,"Large","",""
349,0,0,0,"Large","",""
350,0,0,0,"Short","",""
351,0,0,0,"Short","",""
352,0,0,0,"Average","",""
353,0,0,0,"Long","",""
354,0,0,0,"Long","",""
355,0,0,0,"Type 1","",""
356,0,0,0,"Type 2","",""
357,0,0,0,"Type 3","",""
358,0,0,0,"Type 4","",""
359,0,0,0,"","",""
360,0,0,0,"","",""
361,0,0,0,"","",""
362,0,0,0,"","",""
363,0,0,0,"","",""
364,0,0,0,"","",""
365,0,0,0,"Short","",""
366,0,0,0,"Short","",""
367,0,0,0,"Average","",""
368,0,0,0,"Long","",""
369,0,0,0,"Long","",""
370,0,0,0,"Type 1","",""
371,0,0,0,"Type 2","",""
372,0,0,0,"Type 3","",""
373,0,0,0,"Type 4","",""
374,0,0,0,"","",""
375,0,0,0,"Small","",""
376,0,0,0,"Small","",""
377,0,0,0,"Average","",""
378,0,0,0,"Large","",""
379,0,0,0,"Large","",""
380,0,0,0,"Short","",""
381,0,0,0,"Short","",""
382,0,0,0,"Average","",""
383,0,0,0,"Long","",""
384,0,0,0,"Long","",""
385,0,0,0,"Type 1","",""
386,0,0,0,"Type 2","",""
387,0,0,0,"Type 3","",""
388,0,0,0,"Type 4","",""
389,0,0,0,"","",""
390,0,0,0,"","",""
391,0,0,0,"","",""
392,0,0,0,"","",""
393,0,0,0,"","",""
394,0,0,0,"","",""
395,0,0,0,"Short","",""
396,0,0,0,"Short","",""
397,0,0,0,"Average","",""
398,0,0,0,"Long","",""
399,0,0,0,"Long","",""
400,0,0,0,"Type 1","",""
401,0,0,0,"Type 2","",""
402,0,0,0,"Type 3","",""
403,0,0,0,"Type 4","",""
404,0,0,0,"","",""
405,0,0,0,"Small","",""
406,0,0,0,"Small","",""
407,0,0,0,"Average","",""
408,0,0,0,"Large","",""
409,0,0,0,"Large","",""
410,0,0,0,"Smooth","",""
411,0,0,0,"Smooth","",""
412,0,0,0,"Average","",""
413,0,0,0,"Chiseled","",""
414,0,0,0,"Chiseled","",""
415,0,0,0,"","",""
416,0,0,0,"","",""
417,0,0,0,"","",""
418,0,0,0,"","",""
419,0,0,0,"","",""
420,0,0,0,"","",""
421,0,0,0,"","",""
422,0,0,0,"","",""
423,0,0,0,"","",""
424,0,0,0,"","",""
425,0,0,0,"Smooth","",""
426,0,0,0,"Smooth","",""
427,0,0,0,"Average","",""
428,0,0,0,"Chiseled","",""
429,0,0,0,"Chiseled","",""
430,0,0,0,"","",""
431,0,0,0,"","",""
432,0,0,0,"","",""
433,0,0,0,"","",""
434,0,0,0,"","",""
435,0,0,0,"Small","",""
436,0,0,0,"Small","",""
437,0,0,0,"Average","",""
438,0,0,0,"Large","",""
439,0,0,0,"Large","",""
440,0,0,0,"","",""
441,0,0,0,"","",""
442,0,0,0,"","",""
443,0,0,0,"","",""
444,0,0,0,"","",""
445,0,0,0,"Disciples of War","",""
446,0,0,0,"","",""
447,0,0,0,"Disciples of Magic","",""
448,0,0,0,"","",""
449,0,1200,0,"","",""
450,0,0,0,"","",""
451,0,0,0,"","",""
452,0,1210,0,"","",""
453,0,36020,0,"","",""
454,0,1420,0,"","",""
455,0,36015,0,"","",""
456,0,930,0,"","",""
457,0,38130,0,"","",""
458,0,0,0,"Hrothgar<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","Hailing from the distant shores of Ilsabard, the Hrothgar are a burly
people of lionlike appearance—or the males are, at least. Females
number staggeringly few among their population, and thus are
rarely so much as glimpsed by the other races.

The Hrothgar's imposing countenance─mitigated not at all by their
sharp claws and still sharper fangs—incited panic amongst
Eorzeans upon their arrival. As they were also unable to
communicate, initial interactions with the commonfolk often
escalated into conflict. It was not until the Hrothgar gained mastery
of the common tongue that fears were allayed, and in time they
would be as neighbors, welcome in all corners of the realm."
459,0,0,0,"","",""
460,0,0,0,"Viera<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","Of tall stature and slender frame, the Viera's physical appearance is
strikingly similar to that of the Hyur and Elezen, save for their
distinctive long ears. Adhering to a strict code known as the Green
Word, they are prohibited from contact with the outside world under
threat of exile. Their society is purely matriarchal, and males of age
are seldom, if ever, found within the bounds of any village. They
instead serve as protectors of the wood from the shadows, that no
evil may ever encroach on their sacred lands."
461,0,0,0,"","",""
462,0,0,0,"Helions","","Helions have traditionally been content to reside in southern Ilsabard
with their respective tribes, devout servants to their queens,
one and all—and thus have they only but recently begun to make
their presence felt throughout the remainder of the three continents.
Though these Hrothgar initially had no word to describe themselves,
scholars came to call them ""Helions"" after observing how their lives
all but revolved about their queen's needs, as planets circle the sun."
463,0,0,0,"","",""
464,0,0,0,"The Lost","","Unlike their Helion brethren, the Lost are unbound by the whims of any
reigning monarch, having long since found themselves bereft of the
warm radiance of their queen. Most find that a nomadic lifestyle
best suits their situation, and are known to ply a variety of trades
that align with their propensity to travel—seasonal laborer,
mercenary, and peddler among them."
465,0,0,0,"","",""
466,0,0,0,"Rava","","Viera of the Rava clan live primarily in the Golmore Jungle, their
umber skin allowing them to readily blend in with their surroundings.
Though the males stand as wards of the forest, the females are
adept hunters and protectors in their own right, fiercely guarding their homes and
their young. Despite attempts by the Dalmascans to subjugate
them, they have ever maintained a self-governing dominion. Though
most would adhere to the traditions of the wood, some few have
chosen to venture out into the world."
467,0,0,0,"","",""
468,0,0,0,"Veena","","With skin as fair as the snowcapped mountains towering above, the
Veena clan make their homes in the forests lining the southwestern
foothills of the Skatay Range. Like the members of their sister clan,
the Veena live as hunters and gatherers, laboring not only to protect
the woods, but to nurture them. As the winds of war swept up a
number of those who left their mountain homes, many such
hardened hunters chose to set out for the distant shores of Eorzea."
469,0,0,0,"","",""
470,0,0,0,"","",""
471,0,0,0,"Halone, mover of glaciers and goddess of war, is the<hex:02100103>guardian deity of Ishgard. She commands the element of<hex:02100103>ice and is associated with the first moon of the Eorzean<hex:02100103>calendar. Halone is the daughter of Rhalgr, and a bitter<hex:02100103>rival of Nophica. She is most often depicted as a<hex:02100103>relentless warrioress armed with a bronze greatshield.<hex:02100103>Her symbol is the three spears.","",""
472,0,0,0,"Menphina is keeper of the moon and the goddess of love.<hex:02100103>She commands the element of ice and is associated with<hex:02100103>the second moon of the Eorzean calendar. Menphina is the<hex:02100103>sister of Azeyma, and the divine lover of Oschon. She is<hex:02100103>most often depicted as a maid carrying a round skillet.<hex:02100103>Her symbol is the full moon.","",""
473,0,0,0,"Thaliak, ruler of rivers and wisdom, and god of knowledge,<hex:02100103>is the guardian deity of Sharlayan. He commands the<hex:02100103>element of water and is associated with the third moon<hex:02100103>of the Eorzean calendar. Thaliak is the father of Llymlaen,<hex:02100103>and the teacher of Byregot. He is most often depicted as a<hex:02100103>reserved scholar holding an ashen staff. His symbol is the scroll.","",""
474,0,0,0,"Nymeia is the watcher of celestial bodies and goddess<hex:02100103>of fate. She commands the element of water and is<hex:02100103>associated with the fourth moon of the Eorzean calendar.<hex:02100103>Nymeia is the younger sister of Althyk, and master of<hex:02100103>Rhalgr. She is most often depicted as a weaver donning<hex:02100103>a white silken veil. Her symbol is the spinning wheel.","",""
475,0,0,0,"Llymlaen, watcher of the seas and goddess of navigation,<hex:02100103>is the guardian deity of Limsa Lominsa. She commands<hex:02100103>the element of wind and is associated with the fifth<hex:02100103>moon of the Eorzean calendar. Llymlaen is the daughter<hex:02100103>of Thaliak, and the elder sister of Nophica. She is most<hex:02100103>often depicted as a strong fisherwoman wielding a<hex:02100103>long-bladed harpoon. Her symbol is the wave.","",""
476,0,0,0,"Oschon is ruler of the mountains and god of travelers<hex:02100103>and vagrants. He commands the element of wind and is<hex:02100103>associated with the sixth moon of the Eorzean calendar.<hex:02100103>Oschon is the brother of Nald'thal, and the close<hex:02100103>companion of Halone. He is most often depicted as a<hex:02100103>carefree ranger wielding a bow of yew. His symbol is<hex:02100103>the walking stick.","",""
477,0,0,0,"Byregot is the purveyor of architecture and industry,<hex:02100103>and god of the arts. He commands the element of<hex:02100103>lightning and is associated with the seventh moon of<hex:02100103>the Eorzean calendar. Byregot is the elder brother of<hex:02100103>Halone, and pupil of Thaliak. He is most often depicted<hex:02100103>as an ardent smith with a two-headed hammer.<hex:02100103>His symbol is the hand.","",""
478,0,0,0,"Rhalgr, breaker of worlds, is the god of destruction<hex:02100103>and guardian deity of the now-fallen nation of Ala Mhigo.<hex:02100103>He commands the element of lightning and is associated<hex:02100103>with the eighth moon of the Eorzean calendar. Rhalgr is<hex:02100103>the father of both Byregot and Halone, and serves as<hex:02100103>attendant to Nymeia. He is most often depicted as a<hex:02100103>magus carrying a staff of bronze. His symbol is the<hex:02100103>streaking meteor.","",""
479,0,0,0,"Azeyma is keeper of the sun and goddess of inquiry.<hex:02100103>She commands the element of fire and is associated<hex:02100103>with the ninth moon of the Eorzean calendar. Azeyma<hex:02100103>is the daughter of Althyk, and the elder sister of<hex:02100103>Menphina. She is most often depicted as a noble lady<hex:02100103>holding a golden fan. Her symbol is the radiant sun.","",""
480,0,0,0,"Nald'thal, overseer of the underworld and god of<hex:02100103>commerce, is the guardian deity of Ul'dah. He<hex:02100103>commands the element of fire and is associated<hex:02100103>with the tenth moon of the Eorzean calendar.<hex:02100103>Nald'thal is the single manifestation of the deific<hex:02100103>twins Nald and Thal. He is most often depicted<hex:02100103>as a discerning merchant holding a balance.<hex:02100103>His symbol is the cowry, an ancient shell currency.","",""
481,0,0,0,"Nophica, tender of soils and harvests, and goddess<hex:02100103>of abundance, is the guardian deity of Gridania.<hex:02100103>She commands the element of earth and is<hex:02100103>associated with the eleventh moon of the Eorzean<hex:02100103>calendar. Nophica is the daughter of Azeyma, and<hex:02100103>the younger sister of Llymlaen. She is most often<hex:02100103>depicted as a jubilant farmer holding a scythe of<hex:02100103>steel. Her symbol is the spring leaf.","",""
482,0,0,0,"Althyk is the surveyor of change and space,<hex:02100103>and god of time. He commands the element of<hex:02100103>earth and is associated with the twelfth moon of<hex:02100103>the Eorzean calendar. Althyk is the father of<hex:02100103>Azeyma and Menphina, and elder brother to<hex:02100103>Nymeia. He is most often depicted as an<hex:02100103>austere emperor wielding a mythril greataxe.<hex:02100103>His symbol is the hourglass.","",""
483,0,0,0,"","",""
484,0,0,0,"","",""
485,0,0,0,"","",""
486,0,0,0,"","",""
487,0,0,0,"","",""
488,0,0,0,"","",""
489,0,0,0,"","",""
490,0,0,0,"","",""
491,0,310,0,"","",""
492,0,0,0,"","",""
493,0,110,0,"","",""
494,0,0,0,"","",""
495,0,0,0,"","",""
496,0,0,0,"","",""
497,0,0,0,"","",""
498,0,0,0,"","",""
499,0,0,0,"","",""
500,0,0,0,"Character Creation","",""
501,0,0,0,"","",""
502,0,0,0,"Viper","",""
503,0,0,0,"","",""
504,0,0,0,"Gear","",""
505,0,0,0,"Create Character","",""
506,0,0,0,"Confirm","",""
507,0,0,0,"Return","",""
508,0,0,0,"","",""
509,0,0,0,"","",""
510,0,0,0,"Pre-made (Midlander ♂)","",""
511,0,0,0,"Save Slot <hex:022003E80203>: <hex:020929E804FF12><hex:02280BFF06>Tribe<hex:E8030103>♂<hex:FF12><hex:02280BFF06>Tribe<hex:E8030203>♀<hex:03>","",""
512,0,0,0,"This character was designed specially for the benchmark and his gear cannot be changed.","",""
513,0,0,0,"There are no comments.","",""
514,0,0,0,"View your character in a set of job-specific gear based on the selected class. (Class selection is unavailable in the benchmark.)","",""
515,0,0,0,"","",""
516,0,0,0,"","",""
517,0,0,0,"","",""
518,0,0,0,"","",""
519,0,0,0,"","",""
520,0,0,0,"","",""
521,0,0,0,"","",""
522,0,0,0,"","",""
523,0,0,0,"","",""
524,0,0,0,"","",""
525,0,0,0,"","",""
526,0,0,0,"","",""
527,0,0,0,"","",""
528,0,0,0,"","",""
529,0,0,0,"","",""
530,0,0,0,"","",""
531,0,0,0,"Gladiator (Ul'dah)","",""
532,0,0,0,"Pugilist (Ul'dah)","",""
533,0,0,0,"Marauder (Limsa Lominsa)","",""
534,0,0,0,"Lancer (Gridania)","",""
535,0,0,0,"Archer (Gridania)","",""
536,0,0,0,"Conjurer (Gridania)","",""
537,0,0,0,"Thaumaturge (Ul'dah)","",""
538,0,0,0,"Arcanist (Limsa Lominsa)","",""
539,0,0,0,"","",""
540,0,0,0,"Short","",""
541,0,0,0,"Short","",""
542,0,0,0,"Average","",""
543,0,0,0,"Long","",""
544,0,0,0,"Long","",""
545,0,0,0,"Type 1","",""
546,0,0,0,"Type 2","",""
547,0,0,0,"Type 3","",""
548,0,0,0,"Type 4","",""
549,0,0,0,"","",""
550,0,0,0,"","",""
551,0,0,0,"","",""
552,0,0,0,"","",""
553,0,0,0,"","",""
554,0,0,0,"","",""
555,0,0,0,"Short","",""
556,0,0,0,"Short","",""
557,0,0,0,"Average","",""
558,0,0,0,"Long","",""
559,0,0,0,"Long","",""
560,0,0,0,"Type 1","",""
561,0,0,0,"Type 2","",""
562,0,0,0,"Type 3","",""
563,0,0,0,"Type 4","",""
564,0,0,0,"","",""
565,0,0,0,"Small","",""
566,0,0,0,"Small","",""
567,0,0,0,"Average","",""
568,0,0,0,"Large","",""
569,0,0,0,"Large","",""
570,0,0,0,"","",""
571,0,0,0,"","",""
572,0,0,0,"","",""
573,0,0,0,"","",""
574,0,0,0,"","",""
575,0,0,0,"","",""
576,0,0,0,"","",""
577,0,0,0,"","",""
578,0,0,0,"","",""
579,0,0,0,"","",""
580,0,0,0,"","",""
581,0,0,0,"","",""
582,0,0,0,"","",""
583,0,0,0,"","",""
584,0,0,0,"","",""
585,0,0,0,"","",""
586,0,0,0,"","",""
587,0,0,0,"","",""
588,0,0,0,"","",""
589,0,0,0,"","",""
590,0,0,0,"","",""
591,0,0,0,"","",""
592,0,0,0,"","",""
593,0,0,0,"","",""
594,0,0,0,"","",""
595,0,0,0,"","",""
596,0,0,0,"","",""
597,0,0,0,"","",""
598,0,0,0,"","",""
599,0,0,0,"","",""
600,0,0,0,"<hex:021E021803> Rotate Camera <hex:021E021503> Rotate Background <hex:021E020D03>+<hex:021E021903> Zoom <hex:0212021403> Reverse Camera","",""
601,0,0,0,"<hex:0212021303>","",""
602,0,0,0,"<hex:021E021803> Rotate Camera <hex:021E021503> Rotate Background <hex:021E020D03>+<hex:021E021903> Zoom <hex:021E020D03>+<hex:021E021603> Tilt Camera <hex:0212021403> Reverse Camera","",""
603,0,0,0,"<hex:0212021303>","",""
604,0,0,0,"<hex:0212021103>","",""
605,0,0,0,"<hex:0212021203>","",""
606,0,0,0,"<hex:021E020F03>","",""
607,0,0,0,"<hex:021E021003>","",""
608,0,0,0,"<hex:0212020C03>","",""
609,0,0,0,"<hex:0212020B03>","",""
610,0,0,0,"<hex:021E020C03> Keyboard","",""
611,0,0,0,"<hex:021E020B03> Subcommands","",""
612,0,0,0,"Rotate Camera Rotate Background Zoom","",""
613,0,0,0,"Rotate Camera Rotate Background Zoom Tilt Camera","",""
614,0,0,0,"<hex:021E020703>","",""
615,0,0,0,"Days of Play Time Remaining: <hex:022003E80203>","",""
616,0,0,0,"Veteran Reward Rank: <hex:020813E1E80201FF07><hex:022003E80203><hex:FF05>None<hex:03>","",""
617,0,0,0,"Total Days Subscribed: <hex:022206E802FF022C03><hex:02082CE4E80301FF01><hex:FF24><hex:02100103>Days Until Next Rank: <hex:022206E803FF022C03><hex:03>","",""
618,0,0,0,"You have <hex:022003E80203> <hex:020810E4E80202FF04>day<hex:FF05>days<hex:03> of play time remaining. Proceed to the Mog Station (https://sqex.to/Msp) to renew.","",""
619,0,0,0,"You have <hex:022003E80203> <hex:020810E4E80202FF04>day<hex:FF05>days<hex:03> left on your free trial. Proceed to <hex:020842E4E94C01FF33>the Square Enix Online Store (https://sqex.to/Msp)<hex:FF08><hex:024204F201A503><hex:03> to purchase the full version of FINAL FANTASY XIV and unlock all the game's features.","",""
620,0,0,0,"","",""
621,0,0,0,"Finalize your retainer's appearance?","",""
622,0,0,0,"Cancel retainer customization.","",""
623,0,0,0,"Cancel retainer customization?","",""
624,0,0,0,"","",""
625,0,0,0,"Cancel character customization and discard changes?","",""
626,0,0,0,"Finalize your character's appearance?","",""
627,0,0,0,"Revert to your character's current appearance?","",""
628,0,0,0,"","",""
629,0,0,0,"Log in with <hex:022903EA0203>?<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※Cancel and access the subcommand menu to re-edit your character.<hex:0249020103><hex:0248020103>","",""
630,0,0,0,"You are granted one opportunity to edit your character's race, tribe, gender, and appearance.","",""
631,0,0,0,"Are you certain you wish to alter your character's appearance?<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※Aesthetician-exclusive hairstyles or face paint patterns will be unavailable.<hex:02100103>※Depending on the race selected, certain hairstyles and helmets will be unavailable. <hex:02100103>※You may log in with this character as is.<hex:0249020103><hex:0248020103>","",""
632,0,0,0,"To re-edit your character's appearance, you must first log in and remove all your equipment, accessories, and facewear via the Character menu. Return to the login screen when ready.","",""
633,0,0,0,"Are you satisfied with the changes?<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※Depending on your selected race, certain hairstyles may be unavailable. <hex:0249020103><hex:0248020103>","",""
634,0,0,0,"Cancel appearance customization?","",""
635,0,0,0,"","",""
636,0,0,0," Pin Hairstyle","",""
637,0,0,0,"<hex:021E020E03> Pin Hairstyle","",""
638,0,0,0,"Show Only Pinned Hairstyles","",""
639,0,0,0,"Requires <hex:02310CFF05>Item<hex:02E802020203> to unlock this hairstyle at the aesthetician.","",""
640,0,0,0,"Requires <hex:02310CFF05>Item<hex:02E802020203> or completion of the seasonal quest “For the Winsome” to unlock this hairstyle at the aesthetician.","",""
641,0,0,0,"Hairstyle available in preparation for the Ceremony of Eternal Bonding.","",""
642,0,0,0,"Requires <hex:02310CFF05>Item<hex:02E802020203> or completion of the All Saints' Wake seasonal quests from “Affright and Delight” through “Yes We Cant” to unlock this face paint at the aesthetician.","",""
643,0,0,0,"Requires <hex:02310CFF05>Item<hex:02E802020203> to unlock this face paint at the aesthetician.","",""
644,0,0,0,"","",""
645,0,0,0,"Character was logged out or disconnected mid-duty. Unable to re-edit character.<hex:02100103>You must log in and leave the duty before trying again.","",""
646,0,0,0,"Character is currently bound by duty. Changes to race, gender, and appearance cannot be made.","",""
647,0,0,0,"Character is currently imprisoned in the Mordion Gaol. Unable to customize appearance.","",""
648,0,0,0,"Currently unable to change character race, gender, or appearance.","",""
649,0,0,0,"[ <hex:022903EA0203> ]","",""
650,0,0,0,"Disconnect from the <hex:022903EA0203> data center and connect to the <hex:022903EA0303> data center?","",""
651,0,0,0,"Saved data pertaining to HUD/window layout and size settings, including certain window-specific settings.","HUD Layout",""
652,0,1,0,"Saved data pertaining to hotbar/cross hotbar slot registration settings for all classes and jobs.","Hotbars",""
653,0,2,0,"Saved data pertaining to gear sets.","Gear Sets",""
654,0,3,0,"Saved data pertaining to character and control scheme settings, including keybinds and log filters.","Character Config",""
655,0,4,0,"Saved data pertaining to individual character macros.","Individual Macros",""
656,0,5,0,"Saved data pertaining to action change settings, favorites settings for the mount guide and other lists, as well as portrait settings, etc.","Others",""
657,0,0,0,"","",""
658,0,0,0,"","",""
659,0,0,0,"","",""
660,0,0,0,"Select Individually Select All","",""
661,0,0,0,"<hex:021E020903>Select Individually <hex:021E020B03>Select All","",""
662,0,0,0,"","",""
663,0,0,0,"","",""
664,0,0,0,"","",""
665,0,0,0,"","",""
666,0,0,0,"","",""
667,0,0,0,"","",""
668,0,0,0,"","",""
669,0,0,0,"","",""
670,0,0,0,"","",""
671,0,0,0,"","",""
672,0,0,0,"","",""
673,0,0,0,"","",""
674,0,0,0,"","",""
675,0,0,0,"","",""
676,0,0,0,"","",""
677,0,0,0,"","",""
678,0,0,0,"","",""
679,0,0,0,"","",""
680,0,0,0,"Job-specific Gear (Level 100)","",""
681,0,0,0,"Race-specific Gear","",""
682,0,0,0,"Dreadwyrm Gear","",""
683,0,0,0,"Ironworks Gear","",""
684,0,0,0,"Alexandrian Gear","",""
685,0,0,0,"Falling Dragon Gear","",""
686,0,0,0,"Storm Elite Gear","",""
687,0,0,0,"Serpent Elite Gear","",""
688,0,0,0,"Flame Elite Gear","",""
689,0,0,0,"Genji Gear","",""
690,0,0,0,"Omega Gear","",""
691,0,0,0,"Hellhound Gear","",""
692,0,0,0,"Dwarven Gear","",""
693,0,0,0,"Edenmorn Gear","",""
694,0,0,0,"Anabaseios Gear","",""
695,0,0,0,"Legacy Gear","",""
696,0,0,0,"Wild Rose Attire","",""
697,0,0,0,"Moonward Gear","",""
698,0,0,0,"Strife Attire","",""
699,0,0,0,"Leonheart Attire","",""
700,0,0,0,"Tantalus Attire","",""
701,0,0,0,"Abes/High Summoner Attire","",""
702,0,0,0,"Snow's/Lightning's Attire","",""
703,0,0,0,"Sharlayan Prodigy's Suit","",""
704,0,0,0,"Lucian Prince's Attire","",""
705,0,0,0,"Metian Attire","",""
706,0,0,0,"Swine Suit","",""
707,0,0,0,"","",""
708,0,0,0,"","",""
709,0,0,0,"","",""
710,0,0,0,"","",""
711,0,0,0,"","",""
712,0,0,0,"","",""
713,0,0,0,"","",""
714,0,0,0,"","",""
715,0,0,0,"","",""
716,0,0,0,"","",""
717,0,0,0,"","",""
718,0,0,0,"","",""
719,0,0,0,"","",""
720,0,0,0,"","",""
721,0,0,0,"","",""
722,0,0,0,"","",""
723,0,0,0,"","",""
724,0,0,0,"","",""
725,0,0,0,"","",""
726,0,0,0,"","",""
727,0,0,0,"","",""
728,0,0,0,"","",""
729,0,0,0,"","",""
730,0,0,0,"","",""
731,0,0,0,"","",""
732,0,0,0,"","",""
733,0,0,0,"","",""
734,0,0,0,"","",""
735,0,0,0,"","",""
736,0,0,0,"","",""
737,0,0,0,"","",""
738,0,0,0,"","",""
739,0,0,0,"","",""
740,0,0,0,"","",""
741,0,0,0,"","",""
742,0,0,0,"","",""
743,0,0,0,"","",""
744,0,0,0,"","",""
745,0,0,0,"","",""
746,0,0,0,"","",""
747,0,0,0,"","",""
748,0,0,0,"","",""
749,0,0,0,"","",""
750,0,0,0,"","",""
751,0,0,0,"","",""
752,0,0,0,"","",""
753,0,0,0,"","",""
754,0,0,0,"","",""
755,0,0,0,"","",""
756,0,0,0,"","",""
757,0,0,0,"","",""
758,0,0,0,"","",""
759,0,0,0,"","",""
760,0,0,0,"","",""
761,0,0,0,"","",""
762,0,0,0,"","",""
763,0,0,0,"","",""
764,0,0,0,"","",""
765,0,0,0,"","",""
766,0,0,0,"","",""
767,0,0,0,"","",""
768,0,0,0,"","",""
769,0,0,0,"","",""
770,0,0,0,"","",""
771,0,0,0,"","",""
772,0,0,0,"","",""
773,0,0,0,"","",""
774,0,0,0,"","",""
775,0,0,0,"","",""
776,0,0,0,"","",""
777,0,0,0,"","",""
778,0,0,0,"","",""
779,0,0,0,"","",""
780,0,0,0,"","",""
781,0,0,0,"","",""
782,0,0,0,"","",""
783,0,0,0,"","",""
784,0,0,0,"","",""
785,0,0,0,"","",""
786,0,0,0,"","",""
787,0,0,0,"","",""
788,0,0,0,"","",""
789,0,0,0,"","",""
790,0,0,0,"","",""
791,0,0,0,"Japanese Data Center","",""
